maintype,grade,FD-score,LiA-score,CLIB-score,CLIB_stop-score,CILT-score,CILT_stop-score
school,3,92,85,48,43,64,67
leesboeken,2,97,91,56,46,60,65
school,5,86,78,39,36,68,70
leesboeken,2,96,86,41,38,65,67
leesboeken,2,90,82,44,39,64,67
leesboeken,5,76,66,34,28,73,77
leesboeken,3,94,85,41,36,67,71
media,4,72,65,39,34,72,75
leesboeken,5,68,63,34,29,76,78
leesboeken,5,78,73,36,34,73,74
media,4,60,53,31,29,80,82
leesboeken,7,64,48,31,29,75,76
leesboeken,2,86,77,40,35,68,71
school,5,85,77,40,36,66,68
leesboeken,7,93,85,50,46,60,62
leesboeken,2,76,63,44,40,67,69
leesboeken,3,94,82,45,43,61,62
leesboeken,5,83,77,42,39,70,72
media,3,86,79,40,36,67,69
leesboeken,5,74,71,31,29,79,80
leesboeken,7,80,71,36,30,72,75
leesboeken,5,81,67,40,34,67,70
leesboeken,5,73,67,37,31,73,76
leesboeken,2,87,78,44,40,66,68
leesboeken,5,100,91,45,41,61,64
media,4,83,74,39,37,65,66
leesboeken,6,61,51,33,32,77,77
school,4,83,78,46,46,66,66
leesboeken,7,85,76,37,28,67,73
leesboeken,5,83,70,40,37,65,67
leesboeken,2,80,74,33,35,73,72
school,5,59,52,34,31,77,79
leesboeken,2,71,64,35,30,73,76
leesboeken,5,90,85,43,38,65,68
school,4,98,90,57,54,58,60
leesboeken,4,85,79,40,36,67,70
school,4,93,82,46,39,62,66
leesboeken,5,80,69,43,39,66,68
school,4,88,84,47,43,66,68
leesboeken,5,87,76,40,38,64,65
leesboeken,6,74,69,33,31,76,77
leesboeken,5,91,82,47,41,63,66
leesboeken,5,102,95,53,49,60,62
media,4,63,56,28,26,80,81
school,6,72,60,39,38,69,70
leesboeken,3,82,74,39,35,70,72
leesboeken,6,78,68,39,35,68,71
school,6,78,71,37,37,74,74
leesboeken,5,91,84,47,42,65,68
school,4,96,91,50,48,63,64
leesboeken,2,91,85,41,37,68,70
media,4,64,54,30,25,76,79
leesboeken,7,64,60,36,31,75,78
leesboeken,5,80,73,38,36,70,72
media,4,73,62,39,31,71,75
leesboeken,2,77,72,34,33,74,75
leesboeken,7,52,43,24,18,80,83
leesboeken,3,82,72,34,30,71,74
leesboeken,6,58,46,26,21,78,81
leesboeken,3,80,75,45,40,67,70
leesboeken,5,77,70,35,33,73,75
school,4,94,87,47,46,61,62
media,4,62,54,34,29,78,81
leesboeken,5,78,73,36,35,73,74
school,3,91,86,51,43,63,67
leesboeken,5,96,87,41,38,63,65
school,6,48,41,22,17,83,86
leesboeken,5,87,77,43,41,63,65
media,4,77,65,42,37,68,71
leesboeken,5,73,67,36,33,72,74
leesboeken,5,72,65,31,29,76,77
school,4,92,86,48,46,64,65
media,5,96,90,54,51,61,63
leesboeken,2,57,52,22,20,84,85
leesboeken,3,89,83,40,39,68,69
leesboeken,6,70,57,31,28,75,77
leesboeken,7,78,69,34,31,71,73
leesboeken,7,71,60,36,33,71,73
school,4,91,82,50,49,63,64
school,4,74,65,36,29,73,77
leesboeken,5,88,82,48,42,64,67
school,5,75,67,42,39,71,72
school,6,85,79,47,47,64,64
leesboeken,7,83,78,44,41,69,70
media,4,68,50,35,32,71,73
leesboeken,7,77,64,39,37,66,67
leesboeken,5,64,60,34,30,75,77
leesboeken,2,81,71,34,31,73,75
school,4,94,89,53,50,70,71
leesboeken,7,59,47,31,26,77,79
leesboeken,2,95,86,45,40,61,64
school,5,56,51,25,22,83,85
school,4,60,57,32,30,81,82
leesboeken,2,77,71,39,35,70,73
leesboeken,7,83,73,34,32,69,70
school,4,104,96,47,41,65,68
leesboeken,5,62,58,30,28,81,82
leesboeken,5,75,67,40,34,68,72
leesboeken,2,88,78,38,35,66,68
school,5,67,59,34,31,74,76
leesboeken,5,79,66,38,34,66,68
leesboeken,7,82,77,44,41,66,68
leesboeken,6,64,49,28,23,75,79
leesboeken,4,77,69,29,26,75,76
leesboeken,2,100,89,45,45,62,63
school,4,70,64,37,31,76,79
media,4,69,61,35,32,77,78
leesboeken,7,78,63,34,32,67,68
school,4,67,63,33,31,82,82
leesboeken,7,88,72,39,36,63,65
media,4,84,76,43,37,69,72
leesboeken,5,96,84,45,42,62,64
leesboeken,3,90,84,45,41,66,68
leesboeken,2,79,71,36,31,69,72
leesboeken,5,84,77,40,34,69,72
leesboeken,7,79,69,36,35,67,68
school,5,76,72,41,39,73,74
school,4,65,60,28,27,80,81
leesboeken,7,91,84,44,41,62,64
media,4,68,59,31,24,77,81
school,4,105,96,51,49,60,61
school,5,70,61,37,32,72,75
leesboeken,2,91,78,40,36,61,63
leesboeken,5,69,63,38,37,72,72
leesboeken,5,91,84,47,46,64,65
media,4,79,66,37,33,68,71
media,4,73,65,42,40,70,71
leesboeken,7,84,70,42,41,64,64
leesboeken,2,89,82,44,40,65,67
leesboeken,7,74,67,32,31,76,76
school,5,61,55,26,19,87,91
media,4,84,74,48,45,64,65
media,4,81,71,38,34,70,72
leesboeken,6,38,33,27,23,89,91
leesboeken,2,89,79,36,28,71,75
media,4,68,59,32,27,73,77
leesboeken,2,88,78,37,33,68,70
media,4,80,69,38,36,66,67
media,4,73,65,35,32,72,74
media,4,69,59,37,32,75,78
leesboeken,2,72,65,37,34,75,77
leesboeken,7,86,77,40,35,65,69
leesboeken,7,80,68,34,28,70,74
leesboeken,5,67,53,33,28,74,77
school,5,81,76,38,35,73,75
leesboeken,3,91,82,48,45,60,62
media,4,66,62,39,36,77,79
leesboeken,3,70,64,33,30,76,77
media,4,73,62,40,37,70,71
leesboeken,5,80,69,39,37,65,66
media,4,78,71,42,36,68,71
school,6,78,69,38,33,73,76
leesboeken,7,88,73,46,44,60,62
leesboeken,5,77,64,36,31,69,72
media,4,75,64,33,30,77,79
school,4,94,90,56,44,67,74
leesboeken,5,78,72,40,37,69,71
leesboeken,5,81,73,40,38,67,69
leesboeken,7,89,82,48,45,62,64
leesboeken,2,92,85,44,40,65,67
leesboeken,2,80,73,36,35,71,72
leesboeken,5,85,75,40,38,66,68
leesboeken,7,48,45,26,25,87,88
leesboeken,5,78,71,39,34,72,74
leesboeken,7,68,53,31,28,77,79
media,4,77,71,45,38,67,71
leesboeken,7,76,65,33,29,71,74
media,4,71,63,39,36,70,72
school,6,70,70,36,32,88,91
leesboeken,5,81,75,43,38,69,73
leesboeken,4,85,79,43,40,67,70
leesboeken,5,86,77,40,34,67,70
leesboeken,2,67,55,31,30,76,77
media,4,67,59,32,27,74,77
school,5,94,85,44,40,63,65
school,5,71,58,25,20,77,80
leesboeken,2,90,81,40,35,68,71
media,4,69,58,37,31,73,76
leesboeken,2,79,75,44,41,68,69
media,6,84,80,42,39,70,72
leesboeken,5,94,88,50,47,60,62
leesboeken,5,91,85,46,42,65,67
leesboeken,7,88,81,43,37,70,74
leesboeken,8,58,46,25,21,81,83
media,4,72,62,33,29,73,76
leesboeken,2,83,72,44,43,64,65
leesboeken,5,91,84,47,45,63,65
leesboeken,2,94,81,47,42,59,62
leesboeken,5,84,75,39,35,68,70
leesboeken,7,92,83,45,42,65,67
school,5,68,57,35,34,74,75
school,5,62,57,36,33,77,78
leesboeken,3,97,87,45,44,63,63
media,4,76,70,43,39,71,73
school,3,95,88,52,48,64,66
leesboeken,4,64,59,29,25,81,83
leesboeken,5,83,74,42,38,66,68
media,4,65,58,33,29,77,79
leesboeken,7,79,72,41,35,68,72
media,4,73,64,39,35,70,72
media,4,72,66,33,28,77,80
school,5,77,69,39,35,71,73
media,3,97,90,45,44,60,61
leesboeken,7,77,60,37,31,68,71
school,5,56,51,28,24,82,84
leesboeken,7,86,74,39,35,67,70
leesboeken,2,80,72,38,33,69,72
leesboeken,7,85,76,47,42,63,66
media,3,95,87,44,40,63,65
media,4,69,60,35,32,74,76
leesboeken,2,91,84,43,40,66,68
media,4,76,71,37,34,75,77
school,5,86,73,34,30,67,70
media,4,71,63,38,33,75,78
school,4,80,77,36,33,75,77
leesboeken,5,79,71,38,33,66,70
media,4,76,67,42,40,69,70
leesboeken,5,93,84,38,32,70,73
leesboeken,5,87,76,41,38,66,67
school,6,90,79,46,43,61,63
school,5,73,67,39,32,73,77
leesboeken,2,94,86,46,40,64,67
school,6,98,94,47,39,73,77
school,5,74,64,32,25,73,76
leesboeken,7,96,88,47,45,64,65
media,4,65,55,33,29,77,79
leesboeken,2,91,82,44,42,62,63
leesboeken,7,79,70,34,30,70,73
leesboeken,5,79,64,38,35,67,69
leesboeken,5,90,82,44,42,67,69
leesboeken,7,75,62,31,29,72,73
leesboeken,5,84,78,41,37,68,71
leesboeken,4,86,80,39,36,66,67
leesboeken,7,71,64,33,28,72,75
leesboeken,5,79,69,36,32,70,72
leesboeken,7,94,87,57,54,61,63
school,5,83,68,39,37,65,66
leesboeken,7,78,70,37,33,71,74
leesboeken,3,63,61,36,31,80,83
media,4,98,89,47,47,61,61
leesboeken,5,72,67,37,36,74,75
leesboeken,3,70,44,42,39,66,68
media,4,54,51,33,30,81,83
leesboeken,2,90,80,44,42,62,63
leesboeken,5,76,67,38,34,69,71
school,5,81,72,35,31,71,74
school,6,82,71,47,44,66,67
media,4,63,55,39,36,72,74
leesboeken,7,82,75,42,37,68,71
leesboeken,5,97,85,42,40,65,66
leesboeken,5,90,81,34,30,69,71
media,4,67,60,39,33,76,79
leesboeken,7,69,62,29,26,77,79
school,6,61,55,34,31,77,79
leesboeken,7,87,81,39,39,68,68
leesboeken,5,87,81,39,37,69,71
school,4,110,104,59,54,55,58
leesboeken,7,92,85,49,46,62,63
school,6,70,63,35,32,72,74
leesboeken,2,94,86,49,47,63,64
leesboeken,7,80,70,34,31,68,70
leesboeken,2,89,83,44,42,68,70
leesboeken,8,77,69,42,37,68,71
school,5,73,57,36,34,70,72
leesboeken,2,98,90,39,33,68,71
leesboeken,6,62,50,30,25,76,79
leesboeken,5,86,76,41,38,66,68
media,4,69,62,34,29,78,81
leesboeken,5,82,75,41,37,71,73
school,5,74,65,31,27,71,74
school,4,92,83,47,45,63,65
media,4,85,76,36,30,72,75
media,4,67,61,31,28,80,81
leesboeken,7,85,74,39,36,67,68
leesboeken,7,76,64,35,29,70,73
leesboeken,2,91,85,46,45,64,65
leesboeken,2,97,89,48,45,63,64
leesboeken,2,91,82,43,41,67,68
leesboeken,7,68,58,29,27,75,76
leesboeken,7,87,76,40,36,63,65
school,3,84,77,44,41,67,69
leesboeken,5,89,83,38,38,68,68
media,4,80,69,45,41,69,72
leesboeken,6,71,60,36,31,71,74
media,4,77,68,35,32,70,72
leesboeken,5,83,76,37,28,71,76
leesboeken,5,93,84,41,37,64,66
leesboeken,5,96,89,45,42,64,65
leesboeken,5,79,69,36,33,69,71
leesboeken,7,77,66,33,32,71,72
media,4,69,62,36,34,75,77
leesboeken,3,87,74,43,38,62,65
leesboeken,5,83,74,35,32,68,70
leesboeken,5,78,68,40,37,68,70
school,6,48,44,28,25,87,89
media,4,65,61,33,29,80,82
school,5,73,67,40,35,72,75
leesboeken,2,92,85,39,37,65,67
leesboeken,7,88,77,40,36,65,68
school,4,79,71,43,41,70,71
school,5,67,55,33,29,73,75
leesboeken,5,92,86,47,41,65,68
leesboeken,7,93,87,48,44,65,67
school,3,87,78,51,45,63,66
leesboeken,7,85,78,37,35,70,71
school,4,89,79,49,44,61,63
media,4,65,60,40,33,75,79
school,4,83,77,38,34,74,76
leesboeken,2,94,85,47,41,61,65
school,5,58,55,36,33,81,82
leesboeken,5,79,72,39,38,68,68
school,4,64,60,32,30,79,80
media,4,83,76,42,39,67,68
media,4,75,63,41,36,69,71
media,4,79,69,38,33,71,74
leesboeken,2,86,78,47,43,63,65
leesboeken,3,98,88,40,39,64,65
school,5,80,71,39,38,70,71
leesboeken,7,79,68,37,31,69,72
school,6,94,83,49,44,62,65
school,5,84,83,48,45,75,77
leesboeken,5,80,69,35,32,70,71
leesboeken,7,63,53,28,27,78,79
leesboeken,2,90,83,44,40,65,67
school,4,96,88,50,42,63,68
school,3,82,71,44,39,64,66
media,3,68,65,37,33,74,76
leesboeken,2,90,83,46,41,66,69
leesboeken,5,99,92,52,48,63,65
leesboeken,7,95,85,50,48,60,61
media,4,83,75,45,39,66,70
leesboeken,2,87,81,46,41,66,69
leesboeken,5,78,66,36,32,72,74
school,3,89,83,44,36,65,70
leesboeken,5,68,58,33,30,77,78
school,5,82,66,38,33,67,70
leesboeken,7,77,66,34,30,70,73
leesboeken,7,94,82,46,43,61,62
leesboeken,3,96,86,45,44,61,62
school,3,87,81,39,35,72,74
school,6,80,72,38,35,69,71
leesboeken,4,87,76,33,29,69,72
leesboeken,5,85,73,32,26,69,72
leesboeken,5,75,70,27,23,79,81
media,4,78,71,43,37,70,74
leesboeken,5,86,80,41,37,67,69
leesboeken,7,94,86,50,46,62,64
school,3,92,83,33,27,71,75
leesboeken,7,81,76,39,35,72,74
media,4,78,64,43,38,68,71
media,4,71,65,40,35,74,77
leesboeken,2,88,81,43,37,64,68
leesboeken,2,80,75,36,33,73,75
media,4,63,51,27,22,79,82
leesboeken,5,101,93,41,39,64,65
school,4,61,56,35,32,77,79
school,5,70,64,34,32,78,79
school,4,82,77,46,42,67,70
school,5,53,48,33,27,79,82
media,4,68,52,35,33,72,73
leesboeken,2,62,57,28,25,79,81
leesboeken,5,86,78,45,43,66,67
leesboeken,7,77,70,28,22,76,79
media,4,53,51,34,30,84,87
leesboeken,6,75,66,32,30,74,74
school,5,71,64,33,27,75,78
leesboeken,5,76,67,30,29,75,75
school,5,92,78,46,42,60,63
leesboeken,2,74,64,28,27,75,76
leesboeken,5,81,69,36,32,69,71
media,3,95,87,53,49,61,64
media,4,71,62,37,33,72,75
school,6,96,89,53,51,60,61
school,5,80,70,44,41,64,66
leesboeken,5,91,81,37,34,66,68
leesboeken,5,85,75,38,36,70,71
leesboeken,5,98,89,46,38,63,68
leesboeken,5,86,80,42,37,67,70
leesboeken,3,81,75,39,34,71,74
leesboeken,7,97,86,45,41,63,65
school,5,67,61,31,29,79,80
school,6,83,71,38,36,67,68
leesboeken,3,91,78,40,36,64,66
leesboeken,5,86,80,37,33,70,72
leesboeken,7,92,79,47,44,60,61
leesboeken,5,84,75,38,35,68,70
leesboeken,7,79,72,40,35,67,70
media,4,66,55,31,28,74,76
leesboeken,2,91,86,50,50,61,62
leesboeken,5,72,67,37,35,75,76
leesboeken,5,81,75,44,41,68,70
leesboeken,5,77,69,40,36,68,71
media,4,82,75,43,40,69,71
leesboeken,5,83,76,34,31,72,74
leesboeken,5,60,56,33,32,80,81
leesboeken,5,91,80,47,46,60,61
school,5,81,78,55,51,73,75
media,4,75,64,32,29,71,73
leesboeken,2,82,77,44,42,70,72
media,3,88,82,46,46,65,65
school,5,97,91,52,51,60,60
media,4,71,63,41,35,70,74
school,5,84,77,38,35,68,70
leesboeken,6,85,71,43,38,63,66
leesboeken,2,77,71,36,33,71,72
media,4,65,54,29,24,77,80
leesboeken,5,84,76,41,37,67,69
media,4,80,71,44,40,67,70
school,4,88,80,42,36,68,72
leesboeken,6,82,74,44,42,66,68
leesboeken,7,76,71,35,32,73,76
school,5,65,57,31,27,80,83
school,4,85,79,57,52,63,66
media,4,72,65,38,33,72,75
school,4,101,92,53,46,59,63
leesboeken,5,85,78,38,37,70,71
media,4,75,66,42,39,69,71
leesboeken,7,63,56,33,26,77,80
school,5,86,83,57,52,65,68
school,5,78,74,47,44,67,68
media,4,58,52,28,22,82,85
school,4,72,64,35,32,72,74
leesboeken,7,56,47,20,17,85,87
leesboeken,5,81,68,37,32,67,70
leesboeken,2,91,85,43,33,70,75
leesboeken,2,89,77,35,33,68,69
media,4,74,67,29,27,78,79
leesboeken,7,81,75,47,45,68,69
leesboeken,7,74,67,32,31,74,74
leesboeken,2,81,69,42,39,69,71
leesboeken,7,73,63,32,27,75,77
leesboeken,5,83,75,35,33,67,67
school,4,100,92,54,50,58,60
leesboeken,5,93,86,43,39,67,69
school,6,57,49,31,28,77,79
leesboeken,5,97,89,44,38,64,67
media,4,67,55,35,29,74,77
leesboeken,5,80,68,37,34,70,71
leesboeken,3,79,68,40,39,69,69
leesboeken,5,78,67,38,34,70,73
leesboeken,5,68,56,31,31,75,75
leesboeken,5,77,72,37,33,72,74
leesboeken,7,94,84,45,42,65,66
media,4,82,76,40,37,70,72
leesboeken,7,61,47,23,20,79,81
school,6,78,71,30,26,76,78
media,4,65,57,33,28,75,78
school,5,70,63,37,34,72,74
leesboeken,8,102,93,49,45,60,62
leesboeken,5,61,56,36,31,75,78
leesboeken,3,93,86,44,38,70,73
leesboeken,7,81,75,40,36,69,72
leesboeken,5,89,81,49,47,63,64
leesboeken,2,98,86,45,38,58,63
leesboeken,5,84,78,39,36,71,72
school,6,98,91,48,47,62,62
leesboeken,7,83,73,46,43,63,65
school,4,88,81,45,41,68,70
media,4,85,75,35,30,74,77
school,6,67,61,36,32,75,78
leesboeken,7,93,84,43,42,64,65
leesboeken,5,78,68,35,30,72,75
school,3,93,86,46,42,64,67
leesboeken,5,81,73,39,33,67,70
leesboeken,2,93,87,46,44,65,66
leesboeken,8,50,40,22,19,84,86
school,3,81,73,45,41,65,67
school,5,84,78,45,38,67,71
leesboeken,2,71,60,31,29,72,73
leesboeken,5,82,73,36,32,69,71
school,5,81,76,46,41,69,72
leesboeken,5,91,82,39,37,67,68
leesboeken,5,97,85,50,46,57,59
media,4,58,39,25,23,78,79
leesboeken,7,91,77,44,37,61,65
leesboeken,7,90,80,41,37,67,70
media,4,67,62,38,32,73,77
leesboeken,5,94,86,47,44,61,63
leesboeken,1,123,115,66,59,51,54
leesboeken,7,86,75,39,36,65,67
leesboeken,2,86,75,40,35,65,68
leesboeken,7,87,77,43,37,66,70
leesboeken,5,79,74,42,39,69,71
media,4,60,51,34,27,78,82
leesboeken,7,78,69,31,31,73,73
media,3,84,77,39,36,70,72
leesboeken,4,93,84,49,45,61,63
leesboeken,7,102,92,49,45,57,60
school,4,78,71,36,31,73,76
leesboeken,2,93,81,45,40,60,63
leesboeken,5,88,74,42,39,62,64
leesboeken,2,87,81,38,35,70,72
school,6,62,53,34,31,77,78
school,6,86,75,45,41,64,66
school,5,66,63,40,36,74,77
leesboeken,5,89,82,45,44,66,66
school,5,69,66,35,30,75,78
school,5,92,86,45,41,67,69
media,4,50,44,34,31,79,81
media,4,64,53,38,34,74,76
school,4,57,49,24,22,83,84
leesboeken,3,79,70,44,41,67,69
school,3,97,89,44,39,64,68
media,4,81,74,42,39,68,70
leesboeken,6,57,49,35,30,78,80
leesboeken,4,76,70,36,34,74,75
leesboeken,5,103,93,48,46,57,58
media,4,77,70,39,37,72,74
media,4,75,66,41,39,69,71
leesboeken,5,97,87,46,41,63,66
leesboeken,5,86,77,37,35,69,71
media,4,67,59,31,30,77,77
leesboeken,5,74,62,36,35,71,71
school,6,74,73,46,45,76,76
media,4,69,56,39,35,68,70
leesboeken,2,86,79,35,34,71,71
leesboeken,5,92,82,42,35,64,69
leesboeken,7,88,80,39,36,69,70
leesboeken,7,94,82,44,39,60,63
leesboeken,5,93,87,46,42,63,66
leesboeken,5,100,93,48,43,61,64
media,4,69,58,36,31,70,73
leesboeken,5,88,77,45,39,63,67
media,4,85,74,40,32,65,70
leesboeken,2,81,70,38,35,69,71
media,4,70,63,37,33,73,76
school,6,95,81,49,46,59,61
media,4,65,58,32,27,76,79
media,4,74,62,36,34,72,73
leesboeken,7,72,62,36,31,71,74
media,4,80,68,32,28,73,75
media,4,77,72,40,32,75,80
leesboeken,2,77,67,34,32,69,70
school,5,91,82,47,40,64,68
leesboeken,7,77,69,41,37,69,71
leesboeken,7,85,70,40,38,65,66
school,4,79,75,42,40,74,75
leesboeken,5,96,91,49,47,65,66
media,4,77,66,36,35,71,72
media,4,84,77,42,37,67,70
media,4,70,58,31,24,75,78
leesboeken,5,83,77,43,38,68,70
school,5,99,95,55,51,60,62
leesboeken,7,99,89,47,42,60,63
leesboeken,2,95,85,41,34,64,68
school,4,81,72,44,42,69,69
leesboeken,5,89,77,38,34,67,70
school,5,102,96,53,49,59,62
leesboeken,2,102,94,44,42,62,63
leesboeken,5,91,82,42,38,64,67
leesboeken,2,99,91,48,45,63,65
leesboeken,2,92,83,45,41,62,65
leesboeken,5,86,78,44,39,62,66
school,6,88,76,42,36,69,74
media,4,78,67,43,43,68,68
leesboeken,7,87,76,39,37,66,67
media,4,67,54,30,26,75,77
school,5,73,69,41,38,73,75
leesboeken,2,94,85,49,46,61,62
leesboeken,2,89,81,41,39,66,67
media,4,67,58,34,29,76,79
media,4,62,47,28,24,76,78
media,4,76,68,36,29,73,77
media,4,61,55,34,26,75,80
leesboeken,5,76,65,43,37,65,68
leesboeken,7,90,82,42,39,66,67
leesboeken,7,89,81,38,35,69,71
leesboeken,7,79,68,34,32,72,73
leesboeken,7,71,64,27,23,79,81
media,4,65,60,33,25,80,85
media,4,80,72,39,35,69,71
leesboeken,2,86,76,37,35,70,71
school,6,65,52,30,28,76,78
leesboeken,2,97,88,45,42,65,67
media,4,63,57,32,27,79,82
leesboeken,5,79,67,39,37,67,69
media,4,58,51,26,22,84,86
school,5,89,84,46,42,69,71
leesboeken,2,97,91,47,44,63,65
leesboeken,5,74,65,37,33,72,74
leesboeken,4,78,68,36,31,68,71
leesboeken,3,88,82,43,37,68,71
leesboeken,2,79,68,38,34,68,70
leesboeken,7,72,66,29,24,76,79
media,4,85,76,41,38,69,70
leesboeken,5,98,90,54,51,58,60
leesboeken,2,80,72,37,33,73,76
leesboeken,2,99,91,50,48,58,60
leesboeken,2,80,66,34,30,68,70
media,4,86,77,46,40,69,72
leesboeken,5,82,76,40,36,68,70
media,4,74,66,37,35,74,76
school,4,53,47,23,18,84,88
school,5,83,76,38,35,71,73
media,3,90,85,47,42,65,68
school,5,65,57,32,28,75,77
school,6,70,66,37,32,76,79
leesboeken,5,87,82,43,38,68,71
leesboeken,5,90,81,40,38,68,69
leesboeken,5,91,82,46,41,62,65
leesboeken,5,81,75,39,35,70,72
media,4,50,40,29,27,79,80
leesboeken,5,78,73,45,40,67,70
media,4,53,47,32,26,80,84
media,4,65,58,32,31,77,78
leesboeken,2,89,81,38,35,72,74
leesboeken,6,88,82,43,41,67,68
leesboeken,4,87,74,44,40,64,67
media,4,78,69,40,38,72,73
school,4,85,80,42,37,72,74
school,5,86,77,40,36,68,71
leesboeken,6,82,69,41,36,64,67
media,3,90,83,37,35,67,68
leesboeken,2,91,83,40,37,66,68
school,4,99,88,46,42,62,64
school,5,87,81,52,49,66,68
leesboeken,5,84,76,39,36,69,71
school,5,78,73,42,38,75,78
leesboeken,5,88,80,41,37,69,72
school,6,76,68,35,30,73,75
leesboeken,3,63,43,27,24,75,77
leesboeken,7,77,71,38,32,73,76
leesboeken,5,72,69,38,37,75,76
media,4,62,54,27,23,80,82
leesboeken,7,92,81,42,38,65,67
leesboeken,5,98,89,49,47,60,61
leesboeken,6,82,74,39,33,67,71
school,4,83,75,48,44,69,71
leesboeken,7,71,65,27,25,77,79
school,5,76,61,36,31,68,71
media,4,76,70,42,38,71,73
media,4,80,71,39,36,73,74
school,5,72,65,37,34,73,75
media,4,83,75,38,34,72,75
school,6,66,61,27,24,79,81
school,4,65,62,35,31,77,80
leesboeken,5,90,80,44,38,62,66
leesboeken,2,89,81,41,38,67,69
leesboeken,2,73,66,31,27,74,76
school,3,99,91,46,44,62,63
school,5,89,86,52,45,64,68
leesboeken,3,92,85,49,48,64,64
school,5,80,78,46,42,74,77
leesboeken,5,91,82,51,44,58,62
school,5,87,82,54,50,62,64
school,6,61,52,29,24,78,81
leesboeken,5,86,75,38,32,65,69
school,2,75,64,41,36,66,69
media,4,67,62,41,36,74,76
school,3,80,74,46,42,71,73
leesboeken,2,99,87,44,42,61,62
leesboeken,8,78,73,35,29,74,78
leesboeken,5,86,79,39,38,70,71
leesboeken,5,85,80,43,41,70,71
media,5,103,93,43,42,61,62
school,5,78,73,37,35,73,75
leesboeken,7,93,86,47,45,64,65
leesboeken,2,92,82,38,35,65,67
leesboeken,2,97,85,47,40,59,63
leesboeken,5,95,85,48,44,62,64
leesboeken,5,79,63,42,37,64,67
leesboeken,8,91,82,43,39,65,67
media,4,67,59,38,35,73,75
media,4,69,63,34,33,75,76
school,6,79,67,43,39,63,65
leesboeken,5,90,83,51,48,61,63
media,4,67,57,37,30,73,78
media,4,87,80,45,43,67,68
school,6,69,64,31,26,80,83
leesboeken,5,86,78,40,38,66,68
leesboeken,2,97,91,44,40,64,66
school,6,96,86,48,48,60,60
school,5,91,77,45,40,60,62
media,4,64,58,38,33,76,79
leesboeken,2,90,84,42,39,66,68
leesboeken,5,94,84,42,36,66,70
leesboeken,5,83,73,44,37,63,67
media,4,65,56,40,35,73,76
leesboeken,7,88,79,44,40,65,67
media,4,65,53,28,22,78,81
media,4,61,54,39,31,74,79
leesboeken,5,75,69,40,38,70,71
school,5,83,75,43,40,68,69
school,6,65,62,37,32,77,80
leesboeken,1,117,111,59,56,61,63
media,4,65,47,31,30,73,74
media,4,79,70,37,33,71,74
leesboeken,5,90,80,37,32,67,70
leesboeken,6,44,29,20,15,87,90
school,6,72,63,31,25,73,77
leesboeken,5,84,76,40,39,69,69
leesboeken,5,94,87,41,35,64,68
media,4,72,62,35,32,73,75
leesboeken,7,86,73,43,42,63,64
leesboeken,7,82,68,39,36,68,70
leesboeken,4,69,66,35,33,79,80
leesboeken,5,83,76,40,34,67,70
school,5,98,88,50,49,61,62
leesboeken,4,85,80,45,39,68,72
school,5,80,73,41,35,67,71
leesboeken,7,90,82,44,39,65,67
media,4,81,70,38,35,70,72
leesboeken,2,76,68,40,38,69,70
media,4,74,65,30,29,75,76
leesboeken,5,99,91,47,45,60,62
leesboeken,4,86,79,41,37,69,72
leesboeken,2,90,83,53,48,60,63
school,3,71,66,35,32,76,78
leesboeken,6,86,79,46,42,65,67
leesboeken,7,91,77,39,37,62,63
school,6,61,57,30,26,81,83
media,4,82,74,46,42,66,68
leesboeken,4,88,78,44,39,64,67
school,4,96,92,53,49,68,69
leesboeken,7,95,83,53,51,57,59
leesboeken,5,89,81,38,34,69,72
school,6,82,73,38,35,67,69
leesboeken,7,95,86,48,46,59,60
school,5,65,60,33,32,78,79
media,4,71,63,39,35,76,79
school,6,67,64,31,27,83,86
leesboeken,7,87,80,43,39,66,69
media,4,70,63,40,36,71,73
leesboeken,7,80,74,42,39,70,71
school,2,95,88,51,41,61,67
media,4,82,73,45,43,65,67
leesboeken,7,93,83,54,49,58,61
school,5,94,86,45,42,65,67
school,6,49,41,20,17,86,88
leesboeken,1,122,113,57,53,54,56
leesboeken,5,92,86,42,41,66,66
leesboeken,5,71,63,32,30,75,76
media,4,75,69,48,40,71,75
media,4,70,64,40,35,72,76
leesboeken,3,72,60,35,32,71,72
leesboeken,5,84,77,40,36,69,71
media,4,70,60,36,31,72,75
leesboeken,7,92,83,43,39,65,67
school,4,106,101,57,56,61,62
